buggy_AG,buggy_RA,ns,nd,nf,entropy,la,ld,lt,fix,ndev,age,nuc,exp,rexp,sexp
clean,clean,1,2,2,0.99403,11,0,48.5,0,2,270.31,1,321,215.63,13
clean,clean,1,1,1,0,2,2,429,0,5,0.78,22,322,216.31,212
clean,clean,1,1,1,0,9,0,722,0,1,196.3,3,323,217.31,86
clean,clean,1,1,1,0,1,1,162,0,5,12.66,38,324,218.3,213
clean,clean,2,4,4,1.86312,12,2,701.75,0,35,102.4,203,325,219.29,258
clean,clean,1,1,1,0,1,1,208,0,5,102.85,9,326,220.2,215
clean,clean,1,1,1,0,12,2,421,0,3,221.39,11,493,268.81,367
clean,clean,1,1,1,0,5,0,548,0,3,28.64,10,291,70.49,36
clean,clean,1,11,11,3.23225,1032,0,0,0,0,0,0,327,218.28,216
clean,clean,1,1,1,0,2,6,99,1,2,33.35,4,494,267.68,368
clean,clean,2,2,2,0.918296,3,3,1393.5,0,33,122.43,456.5,340,168.94,296
clean,clean,1,1,1,0,2,2,2704,0,33,0.38,910,495,268.34,48
buggy,buggy,1,2,4,0.777735,516,376,154,0,6,155.56,2.25,292,71.41,33
clean,clean,1,1,1,0,0,1,105,0,3,210.28,4,341,169.65,161
clean,clean,1,2,5,1.692,24,5,156.8,0,4,25.85,2.4,291,58.72,50
clean,clean,1,3,6,2.38053,52,41,167.83,0,11,4.15,12.5,2782,686.9,660
clean,clean,5,74,78,6.23046,83,83,111.53,0,21,236.46,2.27,345,173.39,416
clean,clean,1,2,4,1.08197,7,24,163.75,0,6,18.88,4,2783,687.02,661
clean,clean,2,7,8,1.69469,391,56,175.75,0,11,17.45,5.63,328,217.15,231
clean,clean,1,1,1,0,7,7,121,0,2,2.79,3,329,218.15,20
buggy,buggy,1,1,1,0,38,37,769,0,9,71.05,52,330,219.15,218
buggy,buggy,1,1,1,0,1,1,208,0,6,11.84,10,143,92.05,85
clean,clean,1,2,4,1.08197,7,24,163.75,0,6,21.12,4,346,173.55,166
clean,clean,1,2,5,1.891,268,79,15.8,0,8,9.64,4.6,293,72.11,37
clean,clean,1,1,1,0,37,38,770,0,10,1.06,53,331,219.69,219
clean,clean,1,1,1,0,1,0,265,0,15,3.85,87,332,220.69,220
clean,clean,1,3,3,1.58496,21,0,177.67,0,15,4.49,19,2784,685.65,662
clean,clean,1,2,2,0.918296,5,1,307,0,8,41.01,30,2785,686.65,663
clean,clean,1,1,2,0.802353,19,26,172,0,3,4.99,5.5,2786,687.65,664
buggy,buggy,1,1,1,0,5,0,501,0,5,477.24,14,294,73.05,38
clean,clean,1,10,11,2.74998,64,106,200.64,0,17,21.83,17.45,347,174.02,167
clean,clean,2,6,6,1.66877,20,92,151.17,0,12,22.83,21.83,348,174.99,197
clean,clean,2,2,2,0.216397,15,14,203,0,17,1.33,55.5,333,220.86,236
clean,clean,1,1,1,0,0,0,236,0,5,217.17,6,349,175.69,140
clean,clean,1,1,1,0,0,12,2703,0,33,7.22,913,350,176.36,141
clean,clean,1,2,2,1,2,0,110.5,0,7,8.82,11,144,92.02,27
clean,clean,1,3,3,1.50124,27,0,610,0,8,157.71,14.67,334,220.25,222
clean,clean,1,1,1,0,5,0,151,0,4,220.61,6,335,221.25,87
clean,clean,1,1,1,0,10,0,39,0,7,4.49,27,336,222.25,16
clean,clean,2,5,5,1.90678,65,12,646.2,0,33,90.87,191.8,496,264.51,418
clean,clean,2,3,4,1.61801,49,23,777.25,0,33,126.28,231.5,497,265.51,420
clean,clean,1,1,1,0,1,1,749,0,4,93.92,22,351,176.52,169
clean,clean,1,1,1,0,42,38,769,0,10,6.73,54,145,92.71,86
clean,clean,1,1,1,0,5,0,151,0,4,221.69,6,337,222.78,88
clean,clean,1,1,1,0,17,19,390,0,5,75.72,14,498,265.8,371
buggy,buggy,1,1,1,0,17,19,390,0,5,75.73,14,499,266.8,372
clean,clean,1,1,1,0,38,42,773,0,11,1.01,55,146,93.54,87
clean,clean,1,1,1,0,51,36,319,0,2,89.72,3,500,267.76,373
clean,clean,1,1,1,0,11,5,334,0,3,0.01,4,501,268.75,374
clean,clean,4,5,6,1.42285,142,215,1543.83,0,20,51.25,24.67,352,176.94,479
clean,clean,2,4,4,1.80313,21,1,772.5,0,33,2.83,243.25,68,47.38,15
clean,clean,1,2,2,0.721928,3,2,11,0,1,230.19,0.5,338,222.9,89
clean,clean,1,2,2,0.721928,3,2,11,0,1,230.19,0.5,339,223.9,90
clean,clean,1,1,1,0,0,16,769,1,11,1.22,56,502,269.27,375
buggy,buggy,1,1,1,0,1,1,895,1,6,119.28,43,353,177.67,171
buggy,buggy,1,1,1,0,1,1,895,1,6,119.3,43,354,178.67,172
clean,clean,1,1,1,0,2,2,336,0,1,56.72,1,147,94.2,88
clean,clean,1,1,2,0.69007,49,16,461.5,0,7,49.09,21.5,503,269.95,376
clean,clean,2,11,17,3.5433,848,81,216.53,1,13,43.15,9.59,504,270.89,488
clean,clean,1,1,2,0.69007,49,16,461.5,0,7,49.34,21.5,505,271.84,378
clean,clean,1,1,1,0,3,2,362,0,3,29.07,16,506,272.84,112
clean,clean,1,1,1,0,6,0,720,0,5,0.15,24,507,273.82,113
clean,clean,1,3,3,1.0905,34,5,560,0,11,76.67,24.33,340,224.37,223
clean,clean,1,4,4,1.80313,1,21,325.5,1,14,1.37,35.75,355,179.36,173
clean,clean,1,1,1,0,1,1,895,1,7,1.07,44,356,180.35,174
clean,clean,1,1,1,0,11,7,214,0,3,287.63,9,508,274.38,114
clean,clean,1,1,1,0,30,0,67,0,1,430.22,2,1699,625.9,428
clean,clean,1,1,1,0,30,0,67,0,1,430.22,2,1700,626.9,429
buggy,buggy,1,3,5,1.826,164,11,306.6,0,5,3.16,7.8,509,274.47,115
clean,clean,1,1,1,0,1,1,49,0,8,17.67,19,69,47.9,44
clean,clean,1,1,1,0,10,0,713,0,1,465.37,1,341,223.74,91
clean,clean,1,1,1,0,10,0,713,0,1,465.37,1,342,224.74,92
clean,clean,1,1,1,0,1,4,1034,0,4,42.21,29,510,275.09,116
clean,clean,1,1,1,0,3,0,229,0,4,56.05,28,70,48.89,12
clean,clean,1,1,1,0,3,0,229,0,4,56.06,28,71,49.89,13
clean,clean,1,1,1,0,7,6,336,0,1,4.3,2,148,94.44,89
clean,clean,1,1,1,0,1,0,337,0,1,0.02,3,149,95.44,90
buggy,buggy,1,2,2,0.936667,15,2,61,0,8,9.02,21,72,50.88,45
clean,clean,1,3,3,1.4599,60,4,374.33,0,5,84.16,5.33,343,225.66,93
clean,clean,1,3,3,1.4599,60,4,374.33,0,5,84.16,5.33,344,226.66,94
clean,clean,1,1,1,0,6,1,293,0,4,0.19,8,357,180.15,124
clean,clean,1,1,1,0,6,1,293,0,4,0.19,8,358,181.15,125
clean,clean,1,1,1,0,3,1,247,1,3,15.02,8,2787,678.97,665
clean,clean,1,1,1,0,2,2,232,0,5,1.72,29,1701,625.69,430
clean,clean,1,1,1,0,2,2,232,0,5,1.72,29,1702,626.69,431
clean,clean,1,1,1,0,3,1,247,1,4,14.57,8,2788,679.97,666
clean,clean,1,1,1,0,69,32,453,0,3,2.71,18,511,275.26,117
clean,clean,1,1,1,0,1,1,2691,0,33,9.78,915,512,276.21,51
clean,clean,1,1,1,0,7,21,440,0,9,96.96,40,513,277.14,379
clean,clean,1,1,1,0,7,21,440,0,9,96.96,40,514,278.14,380
clean,clean,1,2,2,0.811278,11,1,407,0,10,28.13,35.5,1703,627.12,638
clean,clean,1,2,2,0.811278,11,1,407,0,10,28.13,35.5,1704,628.12,639
clean,clean,1,1,2,0.327445,31,19,165,0,6,19.62,8,2789,680.36,667
clean,clean,2,2,3,1.11546,37,16,767.67,1,6,355.93,6,2790,681.3,946
clean,clean,1,19,27,4.31593,68,108,381,0,17,159.28,11.11,2791,682.3,669
clean,clean,2,2,3,1.11546,37,16,767.67,1,6,355.94,6,2792,683.3,949
clean,clean,1,1,2,0.327445,31,19,165,0,7,17.53,8,2793,684.27,671
clean,clean,1,17,25,4.25591,67,62,394.28,0,17,172.94,10.88,2794,685.23,672
clean,clean,2,4,4,1.54054,133,87,713.25,0,33,76.65,231.25,515,278.73,433
clean,clean,1,6,6,1.51246,286,1,214.83,0,6,16.79,16.33,1705,628.71,432
clean,clean,1,7,7,1.51229,286,0,197.57,0,6,22.83,16.86,1706,629.7,433
clean,clean,1,1,1,0,1,0,94,0,4,59.1,43,1707,630.7,434
clean,clean,1,3,3,1.20229,23,2,200.33,0,10,21.14,40.33,73,51.54,46
clean,clean,1,2,2,0.935269,16,21,173.5,0,7,17.81,17,345,225.6,224
clean,clean,1,1,1,0,37,23,1488,0,3,2.1,8,516,278.86,118
clean,clean,1,1,1,0,37,23,1488,0,3,2.1,8,517,279.85,119
clean,clean,1,2,3,1.32805,82,62,131.67,1,3,247.71,3.33,518,280.82,382
clean,clean,1,1,1,0,1,1,2615,0,33,2.05,917,519,281.79,53
clean,clean,1,1,1,0,15,0,458,0,1,62.47,3,1708,629.13,435
clean,clean,1,10,11,2.91578,42,77,197.36,0,6,197.68,2.36,1709,630.02,436
clean,clean,1,10,11,2.91578,42,77,198.73,0,6,192,2.45,1710,631.02,437
clean,clean,1,1,2,0.526617,121,5,37,0,2,0.01,2.5,1711,632,438
clean,clean,1,1,2,0.526617,121,5,37,0,2,0.01,2.5,1712,633,439
clean,clean,1,2,2,0.811278,4,4,103.5,0,1,4.29,0.5,1713,633.44,440
clean,clean,1,2,2,0.811278,4,4,103.5,0,1,4.3,0.5,1714,634.44,441
clean,clean,1,4,6,2.04781,41,27,208.83,0,7,90.82,8.17,1715,635.32,442
clean,clean,1,4,6,2.04781,41,27,208.83,0,7,90.82,8.17,1716,636.32,443
clean,clean,1,1,3,1.40587,627,627,209,0,4,182.04,4.33,1717,637.29,444
buggy,buggy,1,1,3,1.40587,627,627,209,0,4,182.04,4.33,1718,638.29,445
buggy,buggy,1,23,23,4.35646,19,122,258.09,0,6,48.68,6.61,1719,637.53,446
clean,clean,1,23,23,4.35646,19,122,257.96,0,6,46.84,6.7,1720,638.53,447
clean,clean,1,1,1,0,0,12,2703,0,34,15.55,914,1721,639.08,208
clean,clean,1,1,1,0,0,2,1032,0,4,2.14,31,1722,638.85,448
clean,clean,1,1,1,0,0,2,1035,0,4,2.14,30,1723,639.85,449
clean,clean,1,1,1,0,1,0,1030,0,4,1.42,32,1724,639.74,450
buggy,buggy,1,1,1,0,1,0,1033,0,4,1.42,31,1725,640.74,451
clean,clean,1,1,1,0,8,2,97,0,1,16.17,3,1726,640.47,452
clean,clean,1,1,1,0,8,2,97,0,1,16.17,3,1727,641.46,453
clean,clean,2,15,15,3.82396,21,61,377.73,0,34,67.3,69.4,359,177.72,318
clean,clean,2,12,12,3.53438,15,60,429.58,0,35,55.32,84.75,360,178.72,320
clean,clean,1,1,1,0,25,24,553,1,4,149.67,7,2795,678.08,673
clean,clean,1,1,1,0,25,24,553,1,4,149.67,7,2796,679.07,674
clean,clean,2,2,2,0.522559,13,4,1355,0,33,6.55,475.5,2797,680.02,495
clean,clean,1,1,1,0,1,1,95,0,4,12.66,44,2798,681.02,281
clean,clean,1,1,1,0,2,0,120,0,1,1198.55,1,295,72.17,34
clean,clean,1,1,1,0,2,0,120,0,1,1198.55,1,296,73.17,35
clean,clean,1,1,2,0.983376,21,12,132,1,2,337.93,1,520,275.99,383
clean,clean,1,1,1,0,8,11,199,0,2,0.66,2,521,276.7,384
clean,clean,1,1,1,0,1,1,74,0,3,0.67,3,522,277.7,385
buggy,buggy,1,1,2,0.968461,27,21,132,1,2,338.59,1,523,278.7,386
clean,clean,1,1,1,0,4,0,599,0,5,18.04,27,524,279.66,387
clean,clean,1,1,1,0,4,0,599,0,5,17.92,27,525,280.66,388
clean,clean,1,1,1,0,4,0,735,0,5,21.81,26,526,281.63,120
buggy,buggy,1,2,2,1,2,2,59,1,3,733.31,2,74,50.75,47
clean,clean,1,1,1,0,25,4,207,0,1,21.92,2,527,282.58,121
buggy,buggy,2,2,2,0.965636,23,0,448,0,12,198.44,10.5,150,92.8,143
clean,clean,1,2,2,1,2,2,59,1,3,733.39,2,75,51.74,48
clean,clean,1,1,1,0,1,1,423,0,4,154.44,12,346,219.4,225
clean,clean,1,1,1,0,1,1,423,0,4,154.44,12,347,220.4,226
clean,clean,2,6,7,2.20052,98,4,405.14,1,8,216.61,6.86,348,221.36,322
clean,clean,2,6,7,2.20052,98,4,405.14,1,8,216.63,6.86,349,222.35,324
clean,clean,2,3,3,1.43156,10,4,995.67,0,33,67.28,309,76,52.61,17
clean,clean,1,4,10,3.10474,258,131,142.3,1,9,217.89,5,528,282.77,389
clean,clean,1,4,10,3.10474,258,131,142.3,1,9,217.87,5,529,283.77,390
clean,clean,2,10,10,3.17821,31,9,353.6,0,16,174.2,6.5,151,93.51,97
clean,clean,2,10,10,3.17821,31,9,353.6,0,16,174.21,6.4,152,94.51,99
buggy,buggy,2,5,5,2.17379,6,10,91.8,0,11,0.02,6.6,153,95.5,101
clean,clean,2,5,5,1.39988,179,73,303.4,1,8,97.1,8,350,222.97,326
clean,clean,2,4,4,2,5,3,253.5,0,6,30.56,5.75,351,223.97,328
clean,clean,2,5,5,1.39988,179,73,301.8,1,8,126.92,7.8,352,224.96,330
clean,clean,1,1,1,0,19,16,108,0,3,21.08,9,530,284.3,391
clean,clean,1,1,1,0,19,16,108,0,4,20.94,9,531,285.3,392
clean,clean,1,1,1,0,26,0,0,0,0,0,0,532,286.3,17
clean,clean,1,1,1,0,26,0,0,0,0,0,0,533,287.3,18
clean,clean,1,1,1,0,6,7,26,0,1,0.44,1,534,288.09,19
clean,clean,1,1,1,0,6,7,26,0,1,0.44,1,535,289.09,20
clean,clean,1,1,1,0,22,22,25,0,1,0.75,2,536,289.73,21
clean,clean,1,1,1,0,22,22,25,0,1,1.09,2,537,290.57,22
clean,clean,2,2,2,1,18,2,1395.5,0,34,252.12,458.5,353,224.29,145
clean,clean,2,3,3,1.43156,4,10,997.67,1,34,4.76,309.33,354,225.28,278
clean,clean,2,2,2,0.991076,17,1,1362,0,34,246.24,461.5,355,226.28,148
clean,clean,2,2,2,1,18,2,1436.5,0,36,579.75,328.5,356,227.28,48
clean,clean,1,1,1,0,2,8,1207,1,10,31.09,53,538,290.66,393
clean,clean,2,2,2,0.998364,19,2,1234.5,0,35,392.83,395,357,228.2,151
clean,clean,3,6,6,2.38464,11,14,628.5,0,34,7.89,166.83,77,53.04,33
clean,clean,2,2,2,0.849751,15,14,459.5,1,13,6.71,11,154,95.64,148
clean,clean,1,1,1,0,8,10,1203,1,9,62.05,52,539,291.29,394
clean,clean,1,1,1,0,2,1,423,0,5,6.08,13,358,228.84,233
clean,clean,1,2,4,1.93255,76,82,87,0,8,298.1,5,540,292.26,395
buggy,buggy,1,1,1,0,2,1,423,0,5,6.09,13,359,229.84,234
clean,clean,1,2,2,0.721928,5,5,120,0,3,45.98,6.5,155,96.56,96
clean,clean,1,2,2,1,4,4,91,0,9,45.98,9,156,97.56,97
clean,clean,1,2,2,1,4,4,91,0,9,45.99,8.5,157,98.56,98
clean,clean,1,2,2,0.721928,5,5,120,0,3,45.98,7,158,99.56,99
clean,clean,1,4,9,1.60133,830,293,105.67,0,1,48.32,0.56,159,100.54,100
clean,clean,1,4,9,1.60133,831,292,105.44,0,1,55.1,0.22,160,101.54,101
clean,clean,1,1,1,0,32,32,32,0,1,0.72,1,541,292.91,396
clean,clean,1,1,3,1.58496,51,0,27.67,0,1,0.53,0.33,161,102.44,102
buggy,buggy,1,1,3,1.58496,51,0,27.67,0,1,0.53,0.33,162,103.44,103
clean,clean,1,1,1,0,8,23,649,1,5,1.09,9,1728,631.71,454
clean,clean,1,1,1,0,3,0,153,0,3,238.97,4,360,230.5,235
clean,clean,1,2,2,1,2,2,53.5,0,1,89.84,0.5,1729,632.69,640
clean,clean,1,2,2,1,2,2,53.5,0,1,89.84,0.5,1730,633.69,641
clean,clean,1,4,4,1.33103,72,70,316.5,0,6,83.93,6.25,1731,634.61,642
clean,clean,1,4,4,1.33103,72,70,316.5,0,6,83.94,6.25,1732,635.61,643
clean,clean,1,1,1,0,3,4,121,1,2,491.5,2,163,104.4,104
clean,clean,1,1,1,0,3,4,121,1,2,491.5,2,164,105.4,105
clean,clean,1,1,1,0,22,1,145,1,1,494.58,1,542,293.74,122
clean,clean,1,1,1,0,6,5,1760,1,10,7.02,20,165,106.24,106
clean,clean,1,1,1,0,6,5,1760,1,10,7.03,20,166,107.24,107
clean,clean,1,5,6,1.88368,24,34,113.5,0,9,426.88,7.17,543,294.4,397
clean,clean,1,5,8,1.87372,531,126,282.38,1,10,111.93,7.63,1733,635.91,644
clean,clean,1,5,8,1.87372,531,126,282.38,1,10,111.93,7.63,1734,636.91,645
clean,clean,1,1,1,0,1,1,1201,0,10,2.83,54,361,230.98,236
clean,clean,2,5,5,2.04381,79,26,643.4,0,34,69.9,189.2,544,295.29,452
clean,clean,1,1,1,0,1,1,2639,0,34,0.01,925,545,296.28,55
clean,clean,1,1,1,0,41,21,518,0,1,2.53,5,167,108.03,108
buggy,buggy,1,1,1,0,41,21,518,0,1,2.53,2,168,109.03,109
clean,clean,1,1,1,0,5,5,249,0,3,29.27,9,78,53.7,14
clean,clean,1,7,13,2.70796,344,270,219.46,0,11,251.92,8,546,296.79,399
clean,clean,1,1,1,0,1,1,2639,0,34,1,926,547,297.79,56
clean,clean,1,1,1,0,1,1,2699,0,34,4.04,917,548,298.79,57
clean,clean,1,1,1,0,1,1,92,0,2,50.07,3,362,231,237
clean,clean,1,2,2,0.811278,20,0,36.5,0,5,447.57,6.5,363,232,238
clean,clean,1,1,1,0,0,284,284,0,1,829.87,2,549,298.72,400
clean,clean,1,2,2,0.94566,5,6,118,0,9,2.06,8.5,550,299.71,401
clean,clean,1,1,2,0.113274,131,1,600.5,0,10,1.61,27.5,551,300.69,402
clean,clean,2,3,3,1.3162,29,6,937.33,0,34,40.77,312.33,364,232.28,289
clean,clean,2,7,9,2.3411,117,133,378.89,0,16,33.49,18,552,301.34,406
clean,clean,2,2,2,0.696212,16,0,526.5,0,9,101.83,22.5,365,233.27,257
clean,clean,1,1,1,0,1,1,89,0,6,0.01,16,553,302.33,4
clean,clean,1,1,1,0,5,5,249,0,4,32.26,9,366,234.26,241
clean,clean,1,4,5,1.77636,47,47,200.2,0,9,543.34,3.2,554,303.32,404
clean,clean,1,1,2,0.113274,131,1,600.5,0,9,3,26.5,367,235.26,242
clean,clean,1,1,1,0,31,28,247,0,2,250.35,5,555,303.93,123
clean,clean,1,2,2,0.693966,32,27,573,0,1,5.24,3.5,169,109.2,110
clean,clean,1,2,2,0.693966,32,27,573,0,1,5.23,2,170,110.2,111
clean,clean,1,1,2,0.113274,1,131,665.5,0,10,1.57,28,368,235.89,243
clean,clean,1,1,1,0,6,0,234,0,5,32.14,13,369,236.89,244
clean,clean,1,1,2,0.113274,1,131,665.5,0,10,0.84,27,370,237.89,245
clean,clean,1,1,1,0,6,0,234,0,6,32,13,371,238.89,246
clean,clean,1,1,1,0,12,3,249,0,4,3.98,10,372,239.82,247
clean,clean,1,1,1,0,11,3,249,0,4,0.99,10,373,240.82,248
buggy,buggy,1,5,8,1.67613,46,49,236.88,0,12,331.79,3.5,556,304.8,405
clean,clean,1,1,1,0,2,2,130,0,2,77.23,2,557,305.78,406
clean,clean,1,1,1,0,2,2,130,0,2,77.23,2,558,306.78,407
clean,clean,1,1,1,0,9,7,749,1,11,1.1,58,559,307.77,408
clean,clean,1,1,1,0,148,155,439,0,7,183.1,23,374,241.76,249
clean,clean,1,2,2,0.999473,343,212,248,0,3,230.29,9,560,308.68,124
clean,clean,1,4,4,1.77296,33,21,399.75,1,11,72.97,19.75,561,309.3,409
clean,clean,1,2,2,0.797327,48,10,575.5,1,1,1.23,4,171,110.94,112
clean,clean,1,2,2,0.797327,48,10,575.5,1,1,1.23,2.5,172,111.94,113
buggy,buggy,1,2,2,1,62,42,594.5,0,1,0.24,4.5,173,112.88,114
clean,clean,1,2,2,1,62,42,594.5,0,1,0.24,3,174,113.88,115
clean,clean,1,3,4,1.3193,66,3,160,0,3,294.82,0.75,175,114.88,54
clean,clean,1,3,4,1.3193,66,3,160,0,3,294.82,0.75,176,115.88,55
clean,clean,1,13,13,3.40525,661,0,4.46,0,3,4.16,0.62,79,54.13,49
buggy,buggy,1,1,1,0,1,1,59,0,4,0,9,80,55.13,50
clean,clean,1,2,2,0,0,0,0,0,0,0,0,2799,668.89,282
clean,clean,1,1,1,0,7,0,0,0,0,0,0,2800,669.89,216
clean,clean,1,1,1,0,4,1,747,0,11,0.78,60,562,309.89,410
clean,clean,1,1,1,0,19,23,266,1,6,14.18,6,177,116.73,116
clean,clean,1,1,1,0,19,23,266,1,6,14.18,6,178,117.73,117
buggy,buggy,2,12,14,2.5732,73,415,152.64,0,15,255.69,8.86,81,56.05,15
clean,clean,1,1,1,0,1,0,497,0,10,54.97,114,82,57.03,51
buggy,buggy,1,7,27,2.98333,1775,385,74.26,0,11,4.74,1.74,179,118,118
clean,clean,1,1,1,0,9,4,983,1,6,38,33,375,240.17,250
buggy,buggy,1,1,1,0,1,1,84,0,7,58.85,13,180,118.77,119
clean,clean,1,8,8,2.61995,424,0,6,0,1,0.6,0.13,83,57.59,52
clean,clean,1,12,16,2.83904,246,23,160.88,0,10,231.37,6.5,563,308.51,411
clean,clean,1,1,1,0,3,2,50,0,1,0.68,2,84,58.51,53
clean,clean,1,1,1,0,23,26,551,1,5,171.71,8,181,119.54,120
clean,clean,1,1,1,0,6,6,89,0,6,8.21,17,564,309.05,5
clean,clean,1,1,1,0,6,0,258,0,4,7.82,11,292,57.13,51
clean,clean,1,7,8,2.6502,430,0,5.88,0,8,7.58,4,85,59.38,54
clean,clean,1,1,1,0,93,34,1201,0,10,8.32,57,376,240.1,251
clean,clean,1,1,1,0,13,1,1260,0,10,0,58,377,241.1,252
buggy,buggy,1,1,1,0,1,1,156,0,1,63.37,1,378,242,253
clean,clean,1,1,1,0,1,4,432,1,8,8.64,24,379,242.82,254
clean,clean,1,1,1,0,34,26,345,0,5,41.04,8,565,309.19,412
clean,clean,2,18,28,3.70397,0,2737,110,0,11,53.84,1.46,182,120.09,129
clean,clean,1,1,1,0,13,10,863,0,2,3.92,2,183,121.08,122
clean,clean,1,1,3,1.27248,301,301,162,0,1,3.92,0.33,184,122.08,123
buggy,buggy,1,1,1,0,3,3,1272,0,10,0.86,59,293,58.08,52
clean,clean,1,7,27,2.98333,1775,385,74.26,0,11,5.76,1.7,185,123.07,124
clean,clean,2,18,28,3.70742,1,2738,110.14,0,10,54.92,1.32,186,124.07,134
clean,clean,1,2,4,1.45307,314,311,337.25,0,2,0.01,0.5,187,125.07,126
clean,clean,1,1,2,0.873981,8,9,143.5,0,2,97.74,2.5,566,309.65,413
clean,clean,1,1,1,0,14,15,93,0,3,42.19,3,567,310.59,414
clean,clean,1,1,1,0,1,1,156,0,1,1.69,2,568,311.55,415
clean,clean,1,6,6,2.28825,235,7,14.83,0,5,10.47,3.83,0,0,0
clean,clean,1,39,39,5.03655,2056,8,1.51,0,4,0.22,0.26,1,1,1
clean,clean,2,4,4,1.22564,7,93,777.75,0,34,22.62,237,569,311.36,474
clean,clean,1,1,3,1.53062,9,5,181.33,0,4,71.36,4.33,380,241.98,255
clean,clean,3,4,4,1.82383,5,14,715.5,0,34,24.74,239.25,381,242.96,172
clean,clean,1,1,1,0,1,0,254,0,8,13.88,23,570,312.09,417
clean,clean,1,1,2,0.910622,253,192,820,0,11,104.45,33.5,382,243.94,256
clean,clean,1,2,2,1,2,2,866.5,0,11,66.96,36,383,244.93,257
clean,clean,1,2,2,1,2,2,866.5,0,11,68.89,38,384,245.93,258
clean,clean,1,2,3,1.04942,267,32,433.33,0,2,4.01,1.33,188,125.08,127
clean,clean,1,2,3,1.04942,267,32,433.33,0,2,3.97,1,189,126.08,128
clean,clean,1,1,1,0,6,6,574,1,2,275.83,6,571,312.59,418
clean,clean,1,1,1,0,6,6,574,1,2,275.83,6,572,313.59,419
clean,clean,1,3,8,1.88627,349,5,198.38,0,2,1.98,0.63,190,126.88,129
clean,clean,1,1,1,0,11,1,626,0,4,144.55,7,573,314.51,125
clean,clean,1,1,1,0,1,1,377,0,7,53.11,24,385,246.31,259
clean,clean,1,2,2,1,2,2,164,0,3,258.3,1.5,386,247.31,260
clean,clean,1,1,1,0,2,2,1272,0,10,1.35,61,387,248.31,261
clean,clean,1,1,1,0,226,44,178,0,1,42.21,2,1735,623.06,455
clean,clean,1,1,1,0,226,44,178,0,1,42.21,2,1736,624.05,456
clean,clean,1,1,1,0,3,3,395,0,1,515.45,1,574,314.94,126
clean,clean,1,2,2,0.870864,19,5,680,0,2,1.19,3,191,127.58,130
clean,clean,1,2,2,0.863121,3,4,83,0,5,5.03,5.5,2,1.97,2
clean,clean,1,1,1,0,17,12,429,0,8,7.03,25,388,248.57,262
clean,clean,1,1,1,0,9,2,548,0,6,8.73,9,389,249.57,263
clean,clean,1,2,4,1.69309,64,24,398.75,0,8,246.53,4.5,192,128.36,131
clean,clean,1,1,1,0,35,31,555,0,7,0.16,10,575,315.43,420
clean,clean,1,3,3,1.25163,6,6,210,0,8,16.56,7.67,86,59.3,16
buggy,buggy,1,1,1,0,2,2,2577,0,34,4.66,929,576,315.88,59
clean,clean,1,1,1,0,82,0,152,0,2,10.04,3,390,248.63,264
clean,clean,1,4,4,1.34431,56,25,179.25,1,5,210.11,5.25,3,2.93,0
clean,clean,1,1,1,0,2,2,461,1,5,0,8,4,3.93,1
clean,clean,1,2,2,0.294615,12,65,96.5,0,1,9.87,0.5,5,4.93,3
clean,clean,2,4,5,1.86874,122,22,195.2,0,4,186,2.2,193,128.32,188
clean,clean,1,1,1,0,6,4,365,0,3,0.01,8,194,129.32,133
clean,clean,2,5,5,2.16381,43,2,125.6,0,18,82.41,24.8,391,249.56,284
clean,clean,1,1,1,0,108,22,152,0,2,8.01,3,392,250.22,266
clean,clean,1,1,2,0.800701,2029,1701,850.5,0,11,7.91,34.5,393,251.22,267
clean,clean,1,3,8,1.94855,143,28,484.13,0,8,129.16,5.5,195,130.05,134
clean,clean,1,1,1,0,44,25,461,1,5,1.11,9,6,5.92,2
buggy,buggy,1,2,2,0.99403,10,1,305.5,1,8,116.32,14,394,252.08,268
clean,clean,1,7,10,2.62347,265,108,128.2,0,7,194.02,3,577,314.62,421
clean,clean,1,1,1,0,5,0,26,0,4,0.62,6,578,315.29,422
clean,clean,1,1,1,0,10,3,438,0,8,0.84,27,395,252.68,269
clean,clean,1,1,1,0,3,0,616,0,3,86,21,396,253.64,270
clean,clean,2,3,3,1.34117,38,41,959,0,34,10.13,313.67,579,316.21,483
clean,clean,1,1,1,0,0,1,123,0,8,0.01,21,580,317.21,424
clean,clean,1,5,6,1.84038,617,0,0,0,0,0,0,196,130.77,135
clean,clean,1,1,7,2.48798,1030,0,0,0,0,0,0,197,131.77,136
clean,clean,1,1,7,2.48798,0,1030,147.14,0,1,0.01,0.14,198,132.77,137
buggy,buggy,1,1,7,2.48798,1030,0,0,0,0,0,0,199,133.77,138
clean,clean,2,11,24,3.19349,51,1146,126.63,0,8,120.84,2.25,200,134.77,149
clean,clean,1,1,1,0,1,1,316,0,2,2.12,3,201,135.77,57
clean,clean,1,1,1,0,1,1,255,0,8,9.89,24,581,317.82,425
clean,clean,1,1,1,0,3,3,560,0,4,1.52,16,582,318.81,426
clean,clean,1,1,1,0,1,1,145,0,4,185.3,7,583,319.26,427
clean,clean,1,4,9,1.72322,516,59,155.89,1,1,427.37,0.22,7,6.86,0
clean,clean,1,1,1,0,2,1,371,1,3,21.97,3,8,7.86,3
clean,clean,1,1,1,0,2,2,59,0,1,308.63,2,9,8.86,4
